image_id,text
44151,A bottle of water sits on an empty bench. 
467821,A man standing on top of a skateboard ramp.
272080,A very tall building with a clock mounted to it's side.
346185,A man holding a Nintendo Wii controller in front of a TV.
395363,A person on a court with a tennis racket.
99054,some planes on an air port run way
43625,A man on the side of the road holding a frisbee.
484636,A stuffed bear and baskets of food in front of a market.  
43289,A cat looks at the camera while sitting on the laptop.
132796,Group of people riding on seats on top of elephants.
500814,A little girl that is walking in the road.
23660,A lot of people that have some animals.
534161,A young boy eating a big slice of pizza.
330845,A man riding a boat on top of a swimming pool.
505371,A brown bear walking in white and black boots.
352127,A group of chefs preparing food inside of a kitchen.
522032,A giraffe standing in an open field next to some rocks.
564865,A yellow fire hydrant is standing alone in a parking garage.
428847,A bike parked next to a red door on the front of a house.
321089,An apple tree filled with lots of apples 
217005,a large amount of plants growing in a forest
166527,an empty train station has very nice clocks. 
419080,"A sign sitting next to a sidewalk with a garbage can, traffic cone, and several fire hydrants on it."
428562,a small sheep is standing in a pin
136250,A cat is standing on a board game
70434,"The bathroom has a sink, toilet, and glass shower."
433714,Two people riding on the back of an elephant through a lake.
19221,A raw piece of broccoli with something growing from it. 
580847,A young lady holding a tennis racquet in her hands.
293027,a black and white cat hugging a handbag
350688,the man is leaning over taking a picture of another man 
293749,A scene of a park with a plane in the sky in the background.
299349,A hand holds a collection of orange and blue scissors.
108904,"French fries, two hot dogs, a pickle, and cup on a table."
172718,A little boy wearing a white shirt and tie.
234328,An open refrigerator with food and condiments inside of it.
509536,Two people are looking in a mirror near a traffic light and fire hydrant.
359,A traffic light over a street surrounded by tall buildings.
21644,A parking lot filled with buses parked next to each other.
495388,Two hot dogs sitting on top of a foam container.
168686,A lot of food that are in some baskets.
87204,A cake is shown decorated with icing and fondant.
82787,Two buses passing each other by while traveling under a bridge.
293505,A person on a motor bike next to a cow.
414510,A few people sitting by a busy street
367953,a woman in the street holding a large opened umbrella
431557,There are three giraffes and a goat inside the wire fence.
62865,three giraffe stretching there necks to reach high leaves
507065,A little boy sitting on a wooden bench eating half a sandwich.
17260,A large group of birds in the water.
513789,A bed sitting in a bedroom under a window.
418251,A painting of a yellow train car sitting on train tracks.
400010,a woman is sitting at a small table
56646,A black cat laying on top of a brown piece of luggage.
431026,a street sign on a city street near some tall bushes
166340,A man flying a kite while standing next to his small white dog on a beach.
460183,A person slicing up a bunt cake on top of a table.
426687,An elephant is seen wandering around on a sunny day.
232679,Laptop and extra computer screen on top of desk.
136795,A plate of Italian food with vegetables sitting next to a fork
547759,A lunch of two chili dogs and a grape soda.
355569,A bunch of people in turbans at a parade.
133291,a couple of guys that are eating some food
75090,A bear with a flat head stands in an enclosure. 
63521,Twin baby girls wearing hats eat ice cream.
334530,A man riding a surfboard inside of a wave.
350111,A group of people at the beach windsurfing.
283028,A small cat is standing near the computer keyboard. 
130527,a group of cows grazing in a green grass wire fenced pasture.
241868,An adult zebra and a child zebra walking through a lake. 
516318,A man surfing beside a bird on a cloudy day
369667,A young woman riding a pink surfboard on a wave in the ocean.
505471,A man holding a cow while standing in a forest.
329455,A very large pizza on a wooden table .
446358,There is a snow boarder doing a trick in the air
572349,A group of street signs casting a shadow on a white wall.
61315,A little boy sits in front of several tortilla pizzas.
205332,A man in a cat holding a green frisbee.  
198247,Many boats are docked across from a city.
544237,A woman preparing food at a restaurant for customers.
306404,An man taking a picture of a sink through a mirror.
303566,A bunch of boxes that have fruit inside of them.
378968,A couple of cows on a grassy field.
65057,A man with a football being chased by another man.
32258,A man sitting on top of a toilet with a toy on his lap.
120544,a boy skating very high on the walking steps
67867,A zodiac for the coast gaurs about to launch into water
488832,A large sandwich sitting on top of a table.
479379,A young man with a skateboard on the road
125656,two women sitting and looking at a cell phone 
255232,A bike parked in front of a wooden structure.
161202,Motorcycles parked curbside in front of a run down repair shop.
354533,A motorcycle sits parked across from a herd of livestock.
402778,A brown dog running with a yellow frisbee in it's mouth.
413126,Someone sitting down with their finger on an ipad.
385377,three women and one man drinking wine and having a good time
254919,There are many cars parked next to the ship.
174420,A red train driving on a train train track next to an elevated stone sidewalk.
513181,A ship sitting at port on the water front.
287559,The wing of a plane located in the sky above a sea and city.
300353,A man in uniform talking on a cell phone in a living room.
545749,There are three semi-trucks in this hangar two facing in and one facing out.
215622,A beautiful woman sitting in front of a laptop computer.
507719,A man that is standing near a horse.
514402,A clock mounted with chains outside a building
43165,Two zebra standing next to each other on a field.
269419,a tall monument with clocks on all four sides
332074,Young boys on skis gathered in a group at the top of  a hill.
405365,A person in a ski gear standing on a snowy mountain.
169048,A man sitting next to a little girl on a wooden floor.
395514,Black and white photo of a family with a dog and females holding tennis rackets.
132689,Park full of trees with a table and umbrella in the middle.
357,A group of men playing a game of baseball on top of a baseball field.
352949,A hipster emo woman with very large breast.
79047,A statue of a bear sitting in the middle of a sidewalk.
185373,A row of parked motorcycles sitting along side of a street.
518006,A room filled with two pieced of brown luggage and a mannequin wearing a shirt.
399129,Surfer heads to the sea with his surfboard
447789,A red do not enter sign under a green street sign.
520892,The woman is eating a hotdog with a very long wiener. 
343708,A parking lot outside of an extremely large building.
293548,a couple of people are having a conversation in a busy place
482742,Man on bike on street corner with buildings and stoplight
306936,A close up of a plane with several people around it on the ground.
106935,A lone zebra standing near some leaves in the grass.
194208,A messy living room and kitchen area of an efficiency apartment.
440830,A young woman is grabbing a pile of luggage.
219690,A baseball player is getting ready to hit a ball.
574424,a person watching another person doing something on a computer
375691,A white refrigerator covered in lots of magnets and calendars.
384010,White plate with blue rim featuring seafood with vegetables and rice.
392392,Men and women are riding on motorcycles on the street
328512,The head and neck of a giraffe with bare tree branches behind it.
450719,A giraffe drinking water from a pond with it's legs spread
171678,A red stop sign in front of a small house surrounded by palm trees.
51095,A black cat standing inside of a piece of luggage.
405534,A couple of children sitting down on a white wall.
248148,A red train traveling past a train station with red cars.
341752,A brown and white cow standing on a dirt road.
109673,A man standing in front of plates of food on a white counter.
134703,A person on some skis in the snow.
261744,A couple of men standing on top of a beach flying a kite.
206068,"Grapes, kiwi, bananas and tangerines are sliced in a pile."
257236,A man sitting on a bench on top of a pier.
500422,A tall giraffe standing next to a herd of deer.
571728,A dog laying down with a Wii Remote between his paws.
418110,A dog that is in front of an open refrigerator.
39900,A couple of men riding on the back of a horse drawn carriage.
352729,A person is using a surfboard on a wave.
300913,A cat looking forward while laying down on a green cushion. 
419816,A young woman is laying in bed with a phone.
27438,Two sheep one with a bell tied to its neck walking in a green field.
187451,Three men are standing on a beach in front of their surfboards. 
91318,A guy with a scissors cutting the cast off the arm of another guy.
69106,Three zebras standing in front of a wall.
343053,An older man sitting at a wooden table with a plate and a drink.
284043,This quaint backyard has a shed and a bench
437514,a wood bench is next to a tree
146981,A black and white cat laying on top of a bench.
394715,a wooden desk with radio equipment in a room 
275015,a man is flying a kite in a field
377235,a man is sitting under a red umbrella outside
436555,Person holding an umbrella in the shape of a frog. 
64746,A giraffe that is standing in the grass.
119961,Five cows graze in front of a two store white building.
241668,There are two people enjoying a wedding reception
171201,a couple cutting a wedding cake in front of them 
238062,a close up of bread a plate of asparagus on a wooden surface
418604,A baby sleeping on its stomach on a bed.
443605,Doughnuts sitting on a brown bag on a table.
222825,A kitchen with a stove top oven next to a white fridge.
510651,A young couple smile as they sit in a nice restaurant. 
183437,Three Asian people are riding on top of an elephant. 
170955,PRESIDENT BARACK OBAMA WALKING NEAR A WHITE BUILDING.
456519,A tennis player playing a game of tennis.
5965,A big teddy bear on a black motorcycle. 
561745,A baseball player taking a swing at a ball
28114,A bicyclist is riding past a bus that is parked. 
484893,A couple of kids petting sheep inside of a corral
372844,two men playing frisbee while on a camping trip
80395,"A picture of an alter holding bananas, skeletons, candles and flowers."
530466,A passenger train that has some graffiti on it.
517674,A cross walk crossing a street with lots of traffic.
240273,A pile of green yellowish banana sitting in a basket.
579070,A group of people sitting around a table. 
388398,A girl and boy are sitting together on a bench
119547,Two well dressed men amongst a group of people watching and carrying microphones.
412690,The boat is in the middle of a huge strom
337497,A herd of elephants at the watering hole.
71682,lemons and limes in baskets in the produce section
550084,A green sign says Thruway one fourth mile.
408624,Boats are parked by the pier under the moon.
94823,A brown dog laying next to a bottle of wine
456768,A stop sign stand next to the branches of a tree. 
470801,A girl flying a red kite high in the air.
78843,A young man kissing the top of a young woman's head.
451573,Group of young men standing in fenced area with skateboards.
417074,The parade features these people riding or even standing atop elephants
472316,A group of people ski over snowy ground. 
490871,"Various foods on a table that include bananas, an apple and an orange."
335578,A tennis player hits a ball in an indoor area.
217400,A silver and green train pulling into a train station.
462687,People are sitting and eating various foods in front of a blue building.
308295,A dark room with a man at a desk that has a laptop and an projector image on the wall.
350794,The panda bear is relaxing on the cool rocks.
428698,a living room that has some furniture in it
17282,a large gray elephant standing next to a crowd of people.
163296,A close up image of a green plant that looks like lettuce. 
560757,a person riding a surf board on a small wave
431404,A man sitting in a bar wearing a hat and white tie.
167205,a big white plate of some kind of food
384718,An elephant is standing outside of the water while the others are inside. 
498709,A motorcycle parked on the side of a road near a city.
296222,A man wearing sunglasses while holding a plate of pizza.
235692,Closeup of two red-haired bulls with long horns
529159,A very old picture of a women posing.
32941,A street that has all the traffic stopped at a traffic light.
492678,A man licking a tie by a group of ties.
338878,Closeup of an orange stuck between a tree an its branch.
27609,There is a plate of vegetables that have been cooked
182834,A living room filled with lots of furniture and a red stair case.
10440,a helicopter is flying upwards in the sky
327401,A parrot is eating some food from his own claw
575577,A woman skiing down the side of a snow covered ski slope.
557595,"Lower body shot of man in dark cloths, walking away in cross walk area, holding skate board."
469755,A group of surf boarders surfing in the water.
549109,Black and white dog sitting on a futon near a TV.
247543,There is a yellow and green train seen riding on the tracks
477143,a giraffe leaning over so it can drink some water 
409251,A man and woman are playing a video game
313491,A metal toilet with a blue seat in a bathroom.
215287,A red bus stopped at a bus stop near a building.
363325,A cute cat sticking its head in a box of pizza.
182233,A aqua colored truck carrying a wide load down the street.
317656,A piece of pizza is placed on a plate between a fork and a knife.
344171,A row of umbrellas next to trees with buildings in background.
31749,A demonic looking chucky like doll standing next to a white clock.
435475,Different foods are neatly arranged in a bowl ready to eat.
297249,Man throwing frisbee in elaborate fashion in field
210795,A girl sitting on a sofa in front of a laptop.
427521,"A bowl of prepared food including rice, meat and broccoli."
201717,A box of wrapped apples on a table.
230175,A family is grouped on a sun porch for a photo.
15908,a kid is riding a skateboard on a ramp
564572,A woman is typing on the keyboard of her computer.
368980,A little girl standing in a room with no shoes on. 
162887,A hand holding a bunch of different types of clock sand watches.
404801,Many brown cows are seen walking in a grassy field.
282553,a person standing talking on a cell phone 
217153,a number of people in uniform using cell phones
324139,A group of pigeons sitting on a park bench.
210458,A small zebra walking across a dirt field.
418435,A parking meter sitting on a sidewalk next to a parked red car.
85956,A yellow double decker bus driving under a bridge.
64510,A group of jets sitting on top of an airport tarmac.
230585,A large group of people running after a frisbee
66761,A bunch of cellphones that are on a table.
382728,A train with many cars driving on rail road tracks.
116244,These are a few animals out in a field. 
174482,a blue bike parked on a side walk 
53635,The young man is practicing on his skateboard. 
48555,A group of people on horses racing together.
448024,An orange cat laying in front of  a green wooden bench.
132116,The two bowls have a salad in them.
59660,A busy street covered in various traffic signs and advertisements.
381051,A little girl sits on a chair holding a teddy bear.
404738,A ceramic pot is laying in the grass
259465,A litte girl in a blue jacket holding a carrot.
482071,Furry bear walking in a thick grassy area.
391834,A man is walking while holding a racket on a tennis court.
137844,a skateboarder in a black shirt  is doing a trick
149150,A beautiful woman looking over a mans shoulder in front of a computer.
467966,A small white plane sitting on top of the ocean.
548592,A young child running while flying a kite.
520933,A black and white cat sleeping on top of a bed.
275175,Fruits and vegetables are on the cutting board
224862,A white bus sitting on top of a grass field.
424247,Many people are dining at a public restaurant.
470417,Two men riding surfboards on a wave in the ocean.
229139,A cat is laying inside a suitcase with a blue interior that is sitting on top of a bed
191580,The meal of fish has a side of broccoli. 
148392,A man with safety equipment next to a fallen tree and red fire hydrant.
81390,A couple of giraffe standing next to each other.
107389,A woman playing tennis and leaning back with her racket to hit a ball.
92134,A beach area with several chairs and umbrellas.
168491,People in public playing with video game controllers.
192247,A herd of animals walking along a lush green field.
337563,Two girls sitting on a bed eating bananas together. 
261082,A dog laying on the beach in the sand
27017,A zebra standing behind a fence in dirt.
395452,"A plate with a starch, vegetable and meat on it."
19042,A large bird that is standing on some rocks by a river.
453799,A man sits on top of a motorbike.
275034,A person kneels a bit as they race down a special ski path
524011,two large air planes on a run way
13639,A young woman wearing a suite and hat holding a cell phone.
336579,The view of a traffic light through a car windshield.
526342,A Pepsi refrigerator sitting outside of a Mini Market.
236985,Large group of baked goods sitting on display next to each other. 
459103,People are walking around outside a huge church.
564276,A man standing next to a parked bus and various people riding bicycles down a street together and one person holding a sign.
71072,Two girls in a room playing a Nintendo Wii.
440562,Several people sit around a table in front of a large window and many bowls are filled with food.
475295,A plate of glazed donuts and pieces of a braided glazed donut.
364589,A couple of zebra walking next to a giraffe on a lush green field.
4576,A crowd of people standing around a pile of bikes.
320905,The sign is warning people not to feed the animals.
330974,A b=very large robust giraffe eating leaves from trees
472643,Children cover a parking meter in a red knitted garment.
468471,A man jumping onto a bed sitting next to a table.
121112,two cats in an office space looking at the camera
245965,an umbrella in a field of flowers 
132223,a man is playing video games on a screen
504948,A blue motorcycle parked outside of a building.
185292,A man riding a wave on top of a surfboard.
433971,The Samsung building on the corner of La Brea Ave.
314613,A sailboat with a dragon on it and the word Tolkien
174893,A young girl cutting paper into tiny pieces.
158133,A skier leaping into the air as an onlooker watches.
332153,A green train traveling through a forest with trees.
199943,Two black bears sitting in the dirt eating.
132510,A person in winter gear riding a snowboard.
85145,An airplane flying in a blue sky with it's landing gear down.
143305,A man riding a board through the air under a blue cloudy sky.
268044,Giraffes have a very long tongue to go with their long neck.
367398,A man with a remote in a small room.
50965,A large red brick clock tower with a clock on each of it's sides.
87354,A set of train tracks with a street sign next to them that reads 34th Street.
146831,A person is riding a skateboard on a curved ramp.
421915,A couple cuddle together in the cab of a lovingly restored flat bed Ford
551338,A woman standing in a park holding a yellow frisbee.
517315,Collection of books scattered all over a bed.
25467,A person sitting on a sled at the top of a hill.
291962,a kid running with a kite in his hand outside
420840,A female toddler who just finished eating with a bow in her hair
161124,Two skiers sliding down the hill on the pathway.
341469,A man standing next to suitcases and bags.
283380,an orange motor cycle sitting by the water
69923,Three people on the beach standing with surfboards.
147300,A sign in the grass stating the next highway. 
398628,A group of giraffes hang around in the zoo.
526555,"A group of people some with designed clothing, some with plain clothing on."
569674,Two zebras grazing in the high brown and green grass on the Savannah
116786,Commode in brightly lit  area of old building. 
467848,A man standing behind a truck with a red trailer sitting in front of a building.
229324,A chandelier hangs in the foreground of a picture of a kitchen.
176312,A woman scanning a tour map with her smartphone.
498806,A mini train about to go through a tunnel.
384496,A couple of large brown horses pulling a cart behind them.
240279,The stalk of bananas is still very green.
97946,A group of men using poles to push themselves on skateboards.
416837,A cow grazing on the side of a hill.
232563,A man standing in the street with a umbrella.
313420,A large black bear sitting on to of a stuffed animal.
483754,A man standing in a field flying a kite.
55545,A blue and white train parked next to a loading platform.
105220,A man and woman hold hands as they are skiing.
45195,"A break room has a table, phone, lamp, sink and other appliances."
274593,The white van is driving past the red fire hydrant.
296859,A full view of a teddy bear sitting on the small chair. 
573759,Guy riding in his boat with thee dogs
398537,A man in black jacket holding a kite in front of another person.
176017,Three women smiling and eating some food in bowls.
91517,Two street signs are seen on a small street.
332300,A clock mounted on the side of a tall building under a blue sky.
323810,A RED BIRD PERCHED ON A BRANCH IN A TREE.
318056,A tall yellow double decker bus parked next to another bus.
107004,A young boy standing in front of a parking meter.
284860,a traffic light on a side walk near a street 
364126,A man in shorts surfing in the ocean
398158,a guy unwraping a big screen tv in his living room
6783,A boarder is jumping high into the air with a sail.
157084,A bathroom with a walk in shower next to a toilet.
351577,A man sitting on a white chair on top of a tennis court.
560880,Two horses plowing the land as a man directs them
497488,A cluttered bedroom with an unmade bed and books everywhere
166664,A big elephant makes its way across the road with onlookers in the car.
143974,A cow walking across a river as a boat approaches on the water.
441445,A giraffe running across a desert plain at a high speed.
6874,A group of giraffes and a couple of deer stand in the dust.
311909,A public transportation bus near a curb with a bicycle rack.
209388,A train engine carrying carts down a track.
181677,A skateboarder in mid air during a stunt 
393478,The green and yellow train is rounding the bend of a track.
129864,A man sits in a car with a cat in his lap.
551517,a bird standing close to a parked car
417374,a man on skies is coming down a snowy slope
183287,"Jar of fruit salad, featuring peaches and berries."
402992,Cattle lie in the grass to chew their cud.
227479,a maroon train traveling down a train track next to trees
416931,A stuffed animal laying on top of a blue bed.
117222,A man on bicycle carrying bunches of bananas through street.
492605,A baseball player pitching a ball towards a hitter.
29224,a toilet sits in front of a bath tub
297578,A man walking down a street smoking a cigarette.
412813,a big umbrella sitting on the beach 
330110,Hot dogs on a portable grill at the beach
347664,A herd of cattle walking across a sandy beach near the ocean.
214698,A red stop sign leaning over on it's side.
424712,Three people on a park bench look at the phone of the person in the middle.
47916,A white dog carrying a red frisbee in it's mouth.
454509,A person catching a wave on a surf board.
70201,A couple cutting their red and white wedding cake
324161,A large tall tower with a clock on the top.
237464,A group of people flying kites over a beach next to the ocean.
350309,Commuter buses parked in a lot outside an apartment complex.
472704,there is a white toilet and a sink in this bathroom 
111547,Several vehicles wait for a toll arm to be raised. 
246535,A man standing on a tennis court holding a tennis racquet.
124004,A kitchen area is shown with a bar.
71807,A cake sitting on top of a table with a cake clock on top of it.
375530,A horse standing in the middle of a street.
510942,A small black airplane sitting on top of a runway.
542755,The tennis player looks upset about the game.
191069,A smart phone being held up in front of a lap top.
451463,A young woman riding a skateboard at a skate park.
511929,Wetsuit clad surfer carrying board out into waves.
350485,two cats in a window near a tree 
485489,A group of three dogs standing on the lawn
341318,Kids playing in the water with surfboards 
21614,Mixed assortment of fish rice and vegetables with carrots.
105689,a closeup of a slice of pizza covered with various ingredients
530600,A group of stuffed animals piled on top of each other.
428125,four scenes with each showing a smiley face doll
173033,A replica of a bear and her cub in a glass case in an exhibit.
357899,A commercial airplane at the gate being serviced
388829,Woman and her dog tends to the herd of sheep
143560,A dark street with a bicycle near a tree on the side of a building. 
133149,Sea faring bird flapping wings while standing on wooden railing at beach.
485972,A chocolate dessert cake ready on a plate with a fork
113333,there is a side of a building with many pictures on it
127474,A couple of kids standing around a red fire hydrant.
493286,an old car in front of an old air plane
578385,Three metal pans filled with different types of food.
461435,A person in bicycling gears looks at bananas growing on a tree.
411943,a toilet sitting in a tile covered floor in a single room
332545,An empty intersection of a colorful urban area.
233311,A bowl of oranges sitting on top of a wooden table.
268058,A baby boy putting his hands in a strawberry covered cake.
502630,A Giraffe standing in green grass with a house in the background.
147545,Large sized kitchen with a dining room section.
568630,a little girl hold a bundle of bananas
260774,A brown dog laying on a  pillow on the floor.
541053,A large cat is laying belly up on the bed
223496,a small boat on a beat near a body of water
169858,A beautiful girl holding a giant banana in her hands.
188766,a paper design of a castle with numbers and silver designs on it
208560,A group of kids sitting at a wooden table around tree.
504621,A girl with pale skin wearing a hoodie holds up a toothbrush.
453860,A couple of pieces of very nice looking luggage.
117527,A bunch of men smiling for a camera at a crowded table.
433460,A herd of zebras standing around on the dirt.
299457,A man eating candy on a white stick.
507951,A carrot cake is decorated with fresh flowers.
181278,A young boy throwing a baseball during a baseball game.
60992,A man holding a racquet on top of a tennis court.
55109,Flowers are in flower pots as a lace table cloth covers a small table.
300479,an old black and white photo of a train
496722,A post office box is on the side of a busy street.
543528,A big plane flying low  on a cloudy sky
154222,A mans reflection in a side view mirror.
192453,a kitchen with a brown oven and wooden cabinetry
458728,A herd of cows are grazing on short grass.
247474,A woman sitting next to a child on a large grey teddy bear.
554347,Young snowboarder being guided on slope by adult.
336961,A man with a orange headband is playing tennis.
524656,A photo of a kitchen with focus on the oven.
526459,"That is a picture of an outside locale. 
"
260927,A tall building with a large white statue.
478528,An old bedroom filled with very old furniture.
113403,Three teddy bears laying in bed under the covers.
289337,Giraffe with large trees grazing in gray sky
170779,A man wearing a black water suit surfs through the water
224610,four coach buses parked in a parking lot
409856,A train traveling down train tracks next to two buildings.
337561,A odd looking bike sitting under a purple tent next to a fountain.
221753,A refrigerator freezer sitting inside of a kitchen next to a window.
417716,a red traffic light sitting next to a  brick wall.
288776,a cat on a window sill with a bag 
297017,A mother duck with her ducklings in a pond. 
290165,A large elephant standing on top of a grass covered field.
19402,A COUPLE WEARING HEAVY COATS LAUGHING WHILE EATING PIZZA.
366225,"Apple desktop computer with white keyboard, mouse and monitor on a desk."
193405,a young boy standing next to a sink dressed like a pirate
33073,A bus traveling across a bridge next to a white fence.
31151,Three demonic looking dummies standing next to each other on a snow covered slope.
272311,A group of men standing next to brown horses.
400317,The tennis player perferms in front of a crowd 
349525,A small toaster oven sitting on top of a wooden table.
243861,A man riding across a snow covered slope.
288316,An animal biting a yellow frisbee next to another man.
90778,Old man in a dress white shirt and black bow tie. 
108548,Two toilets are in a restroom with a vanity with dual sinks.
6845,Two cows standing in water next to a grassy field.
29059,A little girl is holding a large loaf of bread. 
442942,A miniature train in a park full of people.
154883,a large cow stairs across the snowy fields
353275,A close up image of a pepperoni broccoli and cucumber pizza. 
385005,A kitchen with two microwaves and a toaster.
542042,A grey and white bus parked on the grass.
309852,A cat is looking at the camera while lying down on the chair
363207,A newly married couple sharing a piece of there wedding cake.
189226,A red and silver fire hydrant sitting on top of a sidewalk.
715,A pile of oranges in crates topped with yellow bananas.
19304,A cat and dog walk alongside each other.
533368,The child is standing in the snow near another group of young skiers. 
413779,A old train station with trains on the tracks.
447842,A stoplight that is green on the street.
101059,A vase with colorful flowers is sitting on a glass table.
518574,A city street has cars and buses with a green traffic light near a street sign.
22596,a cow standing by a tree and looking at other cows 
31339,Their are cars under an over pass at a red light
521838,A red train engine traveling down tracks near a forest.
361860,A snowboarder in mid-air on a yellow board
537513,A bed sitting in a bedroom next to a lamp.
120810,A variety of old motorcycles on display in a shop
578871,A  young child standing in front of a table with plates of food.
185697, a person siting on a hill talking on a cell phone
110460,A girl putting her hands in the water spraying from a fire hydrant 
151267,A red fire engine truck on the street in a parade.
475923,A black and white dog sleeps in front of a blue door.
280238,a truck on a city street near a light pole
5278,A train sitting in a train station next to a loading platform.
148855,A man that is standing on a tennis court with a racquet.
279806,A dirt bike rider doing a stunt jump in the air
181805,A woman riding a surfboard while in the ocean.
197685,A white boat in the water cruising past a group of people. 
4243,There is a boy sitting near many baskets.
109146,A couple of brown horses standing in front of a building.
530337,A young woman hitting a tennis ball with a tennis racquet.
401061,The dog is hanging out of the window.
158127,An orange cat laying on the black shoes of a person standing.
46962,Several sheep are standing beside a road while one walks on it.
3134,A bus turning a corner on a city street.
210564,An open area with numerous bags and moving trucks.
20837,Two adult zebras near a baby zebra eating grass. 
211775,A young lady in a dress shirt and a blue tie smiling while having a seat.
30353,A passenger train is coming down the tracks
466575,An old and weathered suitcase sits on the street.
381895,a teddy bear next to a picture of a woman
101088,A group of people standing outside of a small airplane.
6393,A silver colored necklace with a pair of mini scissors on it.
419144,a group of elephants standing around with some people sitting on their backs 
489815,A large clock tower with two clocks mounted on it's sides.
447553,A woman flying a kite on the beach while a man standing next to her watches.
91267,"A room with a couch, chair and television."
343629,A brown and white cow lying in a green pasture.
121503,People get on a bus on a street next to a building. 
295076,An airplane settled on a runway near water.
104612,A plate is filled with broccoli and noodles.
39152,Children sitting on the floor decorating and putting together kites.
103017,A bedroom with a giant clock hanging in the wall.
405334,A freshly baked pizza setting on a counter
265001,"A couple of birds sitting on a tree, with a blurry background."
53952,Two children sit at the kitchen bar waiting for their meal.
289572,A young girl in a red dress is smiling. 
465664,A 787 Jet Airplane sitting on a runway at an airport.
335785,A man holding a Nintendo Wii controller next to a pretty young girl holding another Nintendo Wii controller.
316359,a giraffe standing on grass crooks its neck 
16237,A man holding the bridles of a horse.
386436,A couple of cows sanding on top of a grass field.
246233,A massive wooden ship beached on snow covered ground.
577946,Some pots and pans that are in a room.
63290,a hotdog on a bun with a pickle and brown mustard
419828,"A woman with large breast, sitting next to a fedora hat."
116589,A group of zebras stay close to each other near a log. 
562622,Fans watching a baseball game on the field outside. 
248007,A man riding a surfboard on top of a wave.
579872,A small gray and white furry horse near brush
31118,Christmas decorations surrounding a clock tower in a town square.
344059,Two tall giraffes standing next to each other by trees.
150013,A park bench overlooks the ocean in the snow.
24845,A bathroom with tan walls and fake tiled flooring. 
322145,The man walks through a snow trail wearing skis.
253002,Closeup of a logo on a blue and red bus.
223747,a man sleeping with his cat next to him
538231,A wall mounted oven inside of a kitchen with a large entrance.
100434,Mounted horseback riders going down a street in a parade.
345029,a female tennis player in a black top playing tennis
548423,A desktop computer monitor sitting on top of a desk.
492758,An older person sitting in a living room chair near a walker.
229311,A stainless steel kitchen sink on a black granite countertop.
433279,A woman is a green plate on top of her head with company in the house.
473153,a building with some trees surrounding it 
533462,A person is sleeping on one side of the bed.
133002,A man riding a motorcycle with a woman on the back.
214046,A picture of an older man cutting a turkey on the counter.
432657,The view of a professional baseball game through a mesh net.
79070,A young male sitting and eating next to a skateboard.
335288,A dog wrapping its leg around a stuffed bear.
322307,A mama elephant standing next to a baby elephant in a cage at a zoo.
89293,Person on skis on a snow covered path.
451284,Some hot chocolate is in front of a computer.
383518,Three men on a kayak paddling on a body of water.
384666,A group of young children riding skis down a snow covered mountain.
154854,"A view of a street, with a church in the horizon."
249550,A spare bedroom with a bed with a flowered blanket.
245540,A big pile of pastries with powder stacked on top of one another.
220215,A bunch of people are rowing in some row boats.
87419,a red truck is parked in a lot
578878,A man sitting down at a table holding a cell phone.
474667,A person holding a black cat next to their face.
404602,A dog laying on top of a bed next to a window.
428231,a living room with a pair of coaches and a big table
431058,A man flying through the air while riding a snow board.
291115,A remote controller packed in a case of some sort.
141524,A small brown dog sitting next to a rabbit eating a carrot.
116255,A plane is flying through a clear sky
547336,The woman sits on the curb writing on a notepad near a fire hydrant. 
234366,A clock tower in the middle of a town square.
147675,A flock of birds floating on top of a boat.
292971,A person holds glasses above a pizza with other people.
113493,An adult poses with a young child on the sidewalk for a picture.
225700,A group of people meeting at the public farmers market. 
519945,a small boats in a body of water 
66336,A woman holding a pink umbrella over her left shoulder.
115075,a person walking down a sidewalk holding a colorful umbrella
352206,a bunch of people are taking a photo together
323327,Three kids having fun on their toy cell phones. 
254074,Two dogs play in a dammed up river.
89285,Girl tennis player getting ready to serve ball. 
298526,A man doing a skateboard jump trick in front of spectators.
358136,A couple of dogs lying on a bed in a trailer.
51403,Two pictures of a dog sitting next to a wooden chair.
135023,A parking meter on the side of a road.
371058,A guy and some friends standing around with longboards. 
549167,A modest plate with grains and broccoli and almonds
270785,"A photo of an outdoor with many things in the scene.
"
149364,A yellow moving truck on a snow covered street.
157170,Four mountain goats standing on a hill in front of the country side.
441577,Open Cingular cell phone with message that says I love this phone
179711,A boy standing in tall grass flying a kite.
386638,Beach goers enjoying a sunny day in the sand and surf.
528714,an image of a man that is on the tennis court
138890,A boy wearing  helmet and uniform swinging a baseball bat.
276284,A motorcycle is parked in a parking lot.
421673,The intersection of spring st and 6th avenue.
528458,A bunch of jockeys riding their horses around a track.
26371,A person playing with a dog with a frisbee.
79992,a basket with a few things of fruit in it
79544,A women who is holding a small child in a room with lots of luggage.
248396,there is a bus that is stopped and is very dark
188631,A cluttered desk with several computers on it
138227,A group of orange slices sitting on top of a table.
529981,Many horses stand in a field and eat grass
243495,a toilet with writing under the lid 
422517,a man sitting on a bench talking on his cell phone
310059,A television playing Battlestar Galactica with pizza on a plate on the floor.
285967,A man with a racquet that is standing on a tennis court.
544365,a living room with a tv on top of a stand with a guitars sitting next to 
579902,A person riding a motorcycle down a street.
117492,A group of families with lots of children in a park.
561366,There is a phone on top of a calculator
